"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","FetchSize","WriteSize","TCC_HIT[0]","TCC_MISS[0]","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
168,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,498,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1697264.9375,1039004.3125,1768543,1369229,1616925135576373,1616925136197225,1616925139149225,1616925139229211,2952000
169,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,501,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1705244.625,1039022.5625,1768369,1369414,1616925139248647,1616925139857145,1616925142802105,1616925142882409,2944960
170,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,504,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699847.9375,1039021.625,1767935,1369853,1616925142904109,1616925143515225,1616925146461785,1616925146540546,2946560
171,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,507,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1705797.25,1039035.1875,1765054,1372707,1616925146563700,1616925147174025,1616925150119784,1616925150199375,2945759
172,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,510,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698123,1039032.125,1766651,1371112,1616925150221937,1616925150830904,1616925153763544,1616925153843716,2932640
173,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,513,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1697441,1038999.5,1764334,1373420,1616925153863323,1616925154478144,1616925157426144,1616925157427956,2948000
174,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,516,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1703043.625,1039016.6875,1765949,1371885,1616925157735158,1616925158139104,1616925161092703,1616925161173306,2953599
175,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,519,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696066.3125,1039013.3125,1767712,1370088,1616925161198693,1616925161813303,1616925164756983,1616925164834990,2943680
176,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,522,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696970.1875,1039023.3125,1761557,1376282,1616925164860838,1616925165466183,1616925168409063,1616925168488108,2942880
177,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,525,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1702573.125,1039014.375,1768857,1368911,1616925168517383,1616925169130703,1616925172083662,1616925172161373,2952959
178,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,528,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1703657.75,1039014.4375,1765929,1371851,1616925172182392,1616925172802342,1616925175742502,1616925175819771,2940160
179,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,531,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700842.625,1039020.59375,1767710,1370081,1616925175840460,1616925176459382,1616925179414422,1616925179494179,2955040
180,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,534,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1703950.875,1038997.25,1765854,1371893,1616925179516821,1616925180125542,1616925183062181,1616925183141726,2936639
181,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,537,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1706056,1039027.75,1767409,1370353,1616925183164539,1616925183782141,1616925186727421,1616925186806596,2945280
182,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,540,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1702957.6875,1039027,1768072,1369693,1616925186836492,1616925187466354,1616925190417233,1616925190506231,2950879
183,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,543,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696579.1875,1039006.8125,1771592,1366178,1616925190527040,1616925191145391,1616925194094350,1616925194173525,2948959
184,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,546,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699454.3125,1039041.4375,1761641,1376117,1616925194195366,1616925194809510,1616925197752708,1616925197833616,2943198
185,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,549,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696296.0625,1039017.6875,1769961,1367816,1616925197857140,1616925198462908,1616925201405467,1616925201484811,2942559
186,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,552,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699161.625,1039019.125,1764830,1372920,1616925201523743,1616925202110186,1616925205056745,1616925205136386,2946559
187,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,555,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1704553.8125,1039029.375,1768468,1369320,1616925205166352,1616925205774985,1616925208722343,1616925208801967,2947358
188,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,558,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700317.375,1038998.625,1768125,1369696,1616925208822836,1616925209428183,1616925212371862,1616925212451217,2943679
189,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,561,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699737.8125,1039027.1875,1767645,1370193,1616925212471866,1616925213080981,1616925216024820,1616925216026901,2943839
190,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,564,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699932.75,1039034.6875,1766070,1371697,1616925216328934,1616925216741460,1616925219675378,1616925219753466,2933918
191,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,567,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1705438.5,1039025.8125,1766800,1370967,1616925219774906,1616925220380098,1616925223330337,1616925223410982,2950239
192,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,570,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1703469.25,1039030.4375,1760237,1377547,1616925223439405,1616925224057056,1616925227003935,1616925227083126,2946879
193,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,573,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699824.875,1039014.6875,1767891,1369946,1616925227103614,1616925227723935,1616925230680893,1616925230762122,2956958
194,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,576,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1694621.875,1039037.1875,1767320,1370465,1616925230782680,1616925231390173,1616925234333212,1616925234412895,2943039
195,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,579,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698489.75,1039010.5,1763069,1374758,1616925234435007,1616925235039971,1616925237973570,1616925238053079,2933599
196,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,582,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696180.6875,1039005.375,1763706,1374053,1616925238076152,1616925238673810,1616925241628208,1616925241707570,2954398
197,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,585,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699002,1039001.125,1764975,1372843,1616925241734951,1616925242338208,1616925245283007,1616925245362702,2944799
198,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,588,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700531.375,1039034.375,1764379,1373435,1616925245382559,1616925245992486,1616925248927365,1616925249006332,2934879
199,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,591,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1703061.8125,1039033.8125,1769498,1368280,1616925249026539,1616925249657965,1616925252618444,1616925252698142,2960479
200,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,594,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1695127.375,1039029.5625,1769006,1368803,1616925252720053,1616925253352992,1616925256297791,1616925256396524,2944799
201,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,597,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699778.125,1039020.3125,1766618,1371243,1616925256417944,1616925257028749,1616925259965388,1616925259967489,2936639
202,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,600,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698657.1875,1039025.125,1768260,1369504,1616925260265985,1616925260690188,1616925263627146,1616925263629073,2936958
203,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,603,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700677.0625,1039021.875,1769883,1367916,1616925263916749,1616925264336266,1616925267283305,1616925267360657,2947039
204,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,606,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700529,1038997.4375,1764283,1373567,1616925267383349,1616925267979865,1616925270938103,1616925271018884,2958238
205,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,609,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1701812,1039027.3125,1768568,1369276,1616925271041457,1616925271662023,1616925274604582,1616925274683764,2942559
206,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,612,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699737.5,1038994,1766823,1370981,1616925274706917,1616925275310861,1616925278253900,1616925278334708,2943039
207,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,615,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698926.3125,1039024,1766105,1371639,1616925278355126,1616925278994100,1616925281929299,1616925281931651,2935199
208,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,618,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1697306.375,1039039.4375,1766782,1371054,1616925282222333,1616925282640658,1616925285586737,1616925285666502,2946079
209,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,621,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1695447.125,1039034.5,1771606,1366142,1616925285688933,1616925286288977,1616925289232176,1616925289311494,2943199
210,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,624,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699353.75,1039001.75,1767536,1370221,1616925289334898,1616925289939335,1616925292873574,1616925292952750,2934239
211,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,627,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698869.25,1038996.625,1767946,1369787,1616925292975252,1616925293579854,1616925296537452,1616925296618422,2957598
212,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,630,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700882.1875,1039019,1764349,1373459,1616925296637758,1616925297242092,1616925300195051,1616925300273193,2952959
213,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,633,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1703878.875,1039030.3125,1767311,1370480,1616925300294222,1616925300909131,1616925303855049,1616925303932993,2945918
214,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,636,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696375.3125,1039010,1765274,1372481,1616925303955996,1616925304576729,1616925307521688,1616925307600868,2944959
215,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,639,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1693564.0625,1039027.5,1764900,1372880,1616925307622479,1616925308236968,1616925311180166,1616925311260409,2943198
216,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,642,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1702504.375,1039059.75,1767927,1369851,1616925311281678,1616925311892566,1616925314829845,1616925314909880,2937279
217,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,645,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1694589.0625,1039018,1766295,1371501,1616925314930458,1616925315550684,1616925318496443,1616925318576573,2945759
218,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,648,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699395.9375,1039025.6875,1765625,1372160,1616925318597011,1616925319217445,1616925322163685,1616925322251612,2946240
219,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,651,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700455.75,1039050.25,1764656,1373167,1616925322279384,1616925322878603,1616925325817803,1616925325895753,2939200
220,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,654,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698768.9375,1038999.125,1766134,1371647,1616925325918696,1616925326522643,1616925329470802,1616925329472709,2948159
221,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,657,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700143.375,1039038.5,1766973,1370821,1616925329771416,1616925330190322,1616925333142961,1616925333223789,2952639
222,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,660,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1701802.875,1039025,1767905,1370001,1616925333245690,1616925333853681,1616925336797841,1616925336876877,2944160
223,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,663,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699826.625,1039010.0625,1762667,1375160,1616925336897526,1616925337516200,1616925340459880,1616925340540425,2943680
224,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,666,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1697126.75,1039035.0625,1765259,1372493,1616925340563318,1616925341185840,1616925344130479,1616925344208521,2944639
225,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,669,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1703016.4375,1039014.6875,1765069,1372682,1616925344233327,1616925344848639,1616925347795518,1616925347874012,2946879
226,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,672,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699635.1875,1039009,1766666,1371090,1616925347896494,1616925348524718,1616925351470318,1616925351549291,2945600
227,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,675,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1702839.1875,1039044,1770409,1367395,1616925351570551,1616925352192477,1616925355145597,1616925355224530,2953120
228,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,678,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700906.75,1039007.1875,1765897,1371888,1616925355244116,1616925355864597,1616925358813876,1616925358893157,2949279
229,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,681,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698163.5625,1039026.125,1767996,1369789,1616925358922722,1616925359531076,1616925362476835,1616925362555863,2945759
230,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,684,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698852.75,1039037.34375,1764723,1373035,1616925362579036,1616925363190555,1616925366132155,1616925366213098,2941600
231,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,687,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698102.5,1039009.875,1766687,1371126,1616925366235009,1616925366830395,1616925369766714,1616925369847502,2936319
232,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,690,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700618.5625,1039023.6875,1770832,1366915,1616925369867409,1616925370470834,1616925373427953,1616925373506971,2957119
233,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,693,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700886.25,1039018.75,1768620,1369258,1616925373526939,1616925374154673,1616925377099312,1616925377178343,2944639
234,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,696,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700124.625,1039035.25,1768074,1369676,1616925377200224,1616925377794752,1616925380742432,1616925380822214,2947680
235,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,699,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1705275.75,1038972.1875,1768685,1369080,1616925380844796,1616925381449032,1616925384403591,1616925384483307,2954559
236,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,702,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1699444.3125,1039019.625,1765659,1372096,1616925384504256,1616925385136058,1616925388074457,1616925388162584,2938399
237,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,705,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1697631.75,1039037.8125,1766976,1370853,1616925388184074,1616925388792495,1616925391735534,1616925391814800,2943039
238,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,708,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698752.875,1039014.1875,1767603,1370134,1616925391835148,1616925392447533,1616925395388172,1616925395467597,2940639
239,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,711,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1712151.0625,1039011.5,1769234,1368556,1616925395490350,1616925400843729,1616925403774287,1616925403854918,2930558
240,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,714,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1710307.9375,1038977.25,1767912,1369856,1616925403877751,1616925404495647,1616925407436605,1616925407514838,2940958
241,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,717,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1706600.25,1039018.25,1767839,1369946,1616925407544904,1616925408171405,1616925411105643,1616925411184978,2934238
242,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,720,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1707253.5625,1039033.4375,1765072,1372706,1616925411204384,1616925411818843,1616925414762042,1616925414841192,2943199
243,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,723,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698522.125,1039008.125,1767046,1370735,1616925414861580,1616925415476441,1616925418429080,1616925418509157,2952639
244,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,726,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696646.875,1039015.8125,1768032,1369727,1616925418530708,1616925419130439,1616925422083718,1616925422085382,2953279
245,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,729,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1697452.6875,1039028.6875,1766443,1371295,1616925422374411,1616925422794277,1616925425741476,1616925425821214,2947199
246,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,732,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700405.75,1039004.5625,1763300,1374434,1616925425847403,1616925426459155,1616925429410194,1616925429489240,2951039
247,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,735,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1703060.5625,1039038.6875,1767799,1369989,1616925429513695,1616925430128713,1616925433075912,1616925433077617,2947199
248,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,738,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700440.5625,1038999.375,1767975,1369845,1616925433366125,1616925433782792,1616925436721670,1616925436800656,2938878
249,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,741,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1697914.5625,1038999.6875,1767689,1370076,1616925436823698,1616925437430430,1616925440385788,1616925440464103,2955358
250,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,744,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700155.4375,1039018.6875,1766729,1371038,1616925440487376,1616925441106108,1616925444053466,1616925444055556,2947358
251,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,747,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1700973.5,1039019.875,1762558,1375231,1616925444347380,1616925444753946,1616925447712184,1616925447714064,2958238
252,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,750,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1697196.0625,1039038.3125,1761220,1376541,1616925447993164,1616925448398479,1616925451345198,1616925451433576,2946719
253,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,753,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698133.8125,1039024.4375,1769903,1367830,1616925451455757,1616925452077076,1616925455030035,1616925455110067,2952959
254,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,756,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698404.1875,1039021.6875,1767583,1370151,1616925455132369,1616925455760074,1616925458709033,1616925458788562,2948959
255,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,759,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696602.6875,1039024.3125,1764657,1373118,1616925458811505,1616925459410713,1616925462356471,1616925462435458,2945758
256,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,762,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1701659.3125,1039025.625,1768558,1369306,1616925462463481,1616925463056911,1616925466001389,1616925466080381,2944478
257,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,765,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1696691.1875,1039029.8125,1767448,1370323,1616925466100178,1616925466717869,1616925469652908,1616925469732577,2935039
258,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,768,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1701123.8125,1039034.375,1768809,1368975,1616925469753496,1616925470372787,1616925473323826,1616925473405923,2951039
259,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,771,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1702379.625,1039011.5,1768053,1369823,1616925473429046,1616925474038706,1616925476974064,1616925477053180,2935358
260,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,774,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1695422.375,1039038.0625,1769464,1368331,1616925477075662,1616925477676624,1616925480623182,1616925480702240,2946558
261,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",2,0,777,4124249,4124249,134217728,256,0,0,20,20,32,64,"0x0","0x7fcdda2618c0",1698542.5625,1039035.625,1738198,1399571,1616925480731114,1616925481330622,1616925484280541,1616925484282463,2949919
